product_code,product_name,2026-09-18,2026-09-17,2026-09-16,2026-09-15,2026-09-14,2026-09-13,2026-09-12,2026-09-11,2026-09-10,2026-09-09,2026-09-08,2026-09-07,2026-09-06,2026-09-05,2026-09-04,2026-09-03,2026-09-02,2026-09-01,2026-08-31,2026-08-30,2026-08-29,2026-08-28,2026-08-27,2026-08-26,2026-08-25,2026-08-24,2026-08-23,2026-08-22,2026-08-21,2026-08-20,2026-08-19,2026-08-18,2026-08-17,2026-08-16,2026-08-15,2026-08-14,2026-08-13,2026-08-12,2026-08-11,2026-08-10,2026-08-09,2026-08-08,2026-08-07,2026-08-06,2026-08-05,2026-08-04,2026-08-03,2026-08-02,2026-08-01,2026-07-31,2026-07-30,2026-07-29,2026-07-28,2026-07-27,2026-07-26,2026-07-25,2026-07-24,2026-07-23,2026-07-22,2026-07-21
33483494,+0asis 600SB 벌크,15990,,,15990,,,,,15990,15990,15990,15990,15990,,15990,15990,15990,15990,,15990,15990,15990,15990,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15980,15740,15740
15323429,+0asis Cool 600SB6P V2.3 벌크,15900,,,15900,,,,,15900,15900,15900,15900,15900,,15900,15900,15900,15900,,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900,15900
15362705,+0asis Cool 700GP V2.3 벌크,30000,,,30000,,,,,30000,30000,30000,30000,30000,,30000,30000,30000,30000,,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
71161970,3RSYS AK 1000W 80PLUS브론즈 모듈러 ATX3.1,78500,,,78500,,,,,78500,78500,78500,78500,78500,,78500,78500,78500,78500,,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500,78500
12690218,3RSYS AK 500S 80PLUS스탠다드 230V EU,33000,,,33000,,,,,33000,33000,33000,33000,33000,,33000,33000,33000,33000,,33000,33000,33000,32000,37000,37000,40000,40000,40000,45000,43500,43500,43500,43500,43500,43500,43500,43500,43500,43500,43500,43500,43500,43500,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43990,43990,43990,43980,43980
12690239,3RSYS AK 600S 80PLUS스탠다드 230V EU,52000,,,52000,,,,,52000,52000,52000,52000,52000,,47500,47500,47500,47500,,47500,47500,47500,47500,47500,47500,47500,47500,47990,47990,48000,48000,48000,48000,48500,48500,48500,48500,48500,48500,48500,48500,48500,48500,48980,48980,48980,48980,48980,48980,48980,48980,48980,48980,48980,48980,48990,48990,48990,49480,49480
12690251,3RSYS AK 700S 80PLUS스탠다드 230V EU,59000,,,59000,,,,,59000,59000,59000,59000,59000,,57720,57720,57720,57720,,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57720,57730,57730,57730,57730,57730,57990,57990,57990,58480,58480,58480,58480,58480,58480,58480,58480
71162267,3RSYS AK 750W 80PLUS브론즈 모듈러 ATX3.1,58500,,,58500,,,,,58500,58500,58500,58500,58500,,58500,58500,58500,58500,,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500,58500
12838997,3RSYS AK 800S 80PLUS스탠다드 230V EU,63540,,,63540,,,,,63540,63540,63540,63540,63540,,63540,63540,63540,63540,,63540,63540,63540,63540,63540,63540,63550,63550,64040,64040,64050,64050,64050,64050,64050,64050,64050,64050,64550,64550,64550,64550,64550,65040,65040,65050,65050,65050,65550,65550,65560,65560,65560,65600,65630,65660,65670,65710,66240,66270,66270
71162030,3RSYS AK 850W 80PLUS브론즈 모듈러 ATX3.1,66000,,,66000,,,,,66000,66000,66000,66000,66000,,66000,66000,66000,66000,,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000,66000
18698168,3RSYS FORCE 600W,43290,,,43290,,,,,43290,43300,43300,43300,43490,,40500,40500,40500,40500,,40500,40500,40500,40500,40500,43490,43490,43490,43490,43490,43490,43490,43300,43290,43300,43490,43490,43490,43490,43490,43490,43490,43490,43490,43490,40990,40990,40500,40500,40500,40500,40500,40500,40500,40500,40990,40990,40990,40990,41000,41490
10345683,ABB코리아 UPS PowerValue 11 RT 1kVA B,600000,,,600000,,,,,600000,600000,600000,600000,600000,,600000,600000,600000,600000,,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000,600000
10345953,ABB코리아 UPS PowerValue 11 RT 2kVA B,1210000,,,1210000,,,,,1210000,1210000,1210000,1210000,1210000,,1210000,1210000,1210000,1210000,,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000,1210000
10346019,ABB코리아 UPS PowerValue 11 RT 3kVA B,1500000,,,1500000,,,,,1500000,1500000,1500000,1500000,1500000,,1500000,1500000,1500000,1500000,,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000,1500000
10346166,ABB코리아 UPS PowerValue 11RT G2 10 kVA,7700000,,,7700000,,,,,7700000,7700000,7700000,7700000,7700000,,7700000,7700000,7700000,7700000,,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000,7700000
10346133,ABB코리아 UPS PowerValue 11RT G2 6 kVA,6600000,,,6600000,,,,,6600000,6600000,6600000,6600000,6600000,,6600000,6600000,6600000,6600000,,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000,6600000
10346316,ABB코리아 UPS PowerValue 11T G2 1 kVA B,480000,,,480000,,,,,480000,480000,480000,480000,480000,,480000,480000,480000,480000,,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000
10346469,ABB코리아 UPS PowerValue 11T G2 10 kVA B,4100000,,,4100000,,,,,4100000,4100000,4100000,4100000,4100000,,4100000,4100000,4100000,4100000,,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000,4100000
10346379,ABB코리아 UPS PowerValue 11T G2 2 kVA B,900000,,,900000,,,,,900000,900000,900000,900000,900000,,900000,900000,900000,900000,,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000,900000
10346421,ABB코리아 UPS PowerValue 11T G2 3 kVA B,960000,,,960000,,,,,960000,960000,960000,960000,960000,,960000,960000,960000,960000,,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000,960000
10346451,ABB코리아 UPS PowerValue 11T G2 6 kVA B,3150000,,,3150000,,,,,3150000,3150000,3150000,3150000,3150000,,3150000,3150000,3150000,3150000,,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000,3150000
123743667,ABSL ABL CELL 760GT PFC (중고),10000,,,10000,,,,,10000,10000,10000,10000,10000,,10000,10000,10000,10000,,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,,,,,,,,,,,,,,,,
9802053,ANIX AXP 600W 80PLUS브론즈,43990,,,43990,,,,,43990,43990,43990,43990,43990,,43990,43990,43990,43990,,43990,43990,43990,43990,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,43980,42450,42450
14705492,ANIX 듀얼파워 커넥터,3170,,,3170,,,,,3170,3170,3170,3170,3170,,3170,3170,3170,3170,,3170,3170,3170,3170,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3160,3120,3120
2459011,AONE 500P KC,23490,,,23490,,,,,23500,23730,23730,23730,23730,,23730,23730,23730,23730,,23730,23730,23730,23730,23730,23730,23730,23730,23730,23730,23730,23730,23730,23478,23478,23478,23730,23730,23730,23730,23730,23730,23730,23730,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,23730,23730,23730
14759639,AONE 500S KC (벌크),14890,,,14890,,,,,15390,15390,15390,15390,15390,,15390,15390,15390,15390,,15390,15390,15390,15390,15390,15390,15390,15390,15390,15390,15400,15400,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,15840,15840,15840,15860,15860,15870,15870,15870,15870,15870,15870,15870,15870,15870,15870,15890,15890
2932261,AONE 600T KC,29500,,,29500,,,,,29500,29500,29500,29500,29500,,29500,29500,29500,29500,,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500,29500
2935745,AONE MICRO 500P KC,23990,,,23990,,,,,24000,24000,24000,24000,24000,,24000,24970,24000,24970,,24000,24000,24000,24970,24000,24970,24000,24000,24000,24970,24000,24000,24000,24000,24000,24970,24000,24970,24000,24970,24000,24000,24000,24000,24970,24000,24960,24000,24000,24000,24970,24970,24970,24970,24000,24000,24970,24000,24970,24000,24970
32037200,AONE MICRO 600P,31940,,,31940,,,,,31940,31940,31940,31940,31940,,31940,31940,31940,31940,,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31600,31600,31600,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940,31940
66051566,AONE Micro 450P,21270,,,19000,,,,,19000,19000,19000,19000,19000,,19000,19000,21490,21490,,21490,21490,21490,21490,21490,21490,21490,21490,21490,21490,21000,21000,21000,21000,21490,21490,21000,21490,21490,21490,21490,21490,21490,21490,21490,21490,21490,21260,21260,21260,21490,21490,21490,21490,21490,21490,21490,21490,21490,21040,21040
66051584,AONE Micro 450P 벌크,18960,,,18960,,,,,18960,18960,18960,18960,18960,,18960,18960,18960,18960,,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960,18960
2615457,AONE Micro 450P-KC,19000,,,19000,,,,,19000,19000,19000,19000,18500,,19000,19000,19000,19000,,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000,19000
